flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL2881-111,Delta Air Lines,590,Boeing 777,ATL,ATL,2024-03-16 00:19:01,2024-03-16 00:17:01,2024-03-16 02:19:01,2024-03-16 01:49:01,C10,1,2024-05-13 10:26:15
FL2770-538,JetBlue Airways,174,Boeing 737,ATL,JFK,2024-05-03 12:38:08,2024-05-03 12:30:08,2024-05-03 14:38:08,2024-05-03 14:57:08,A7,4,2024-03-22 08:50:10
FL7159-916,United Airlines,995,Airbus A380,SFO,SFO,2024-06-01 12:05:15,2024-06-01 12:26:15,2024-06-01 14:05:15,2024-06-01 14:45:15,A4,1,2024-01-13 03:14:08
FL8442-562,Southwest Airlines,446,Boeing 737,LAX,ATL,2024-04-10 16:26:15,2024-04-10 16:24:15,2024-04-10 18:26:15,2024-04-10 18:29:15,B10,4,2024-04-01 16:34:43
FL6456-155,Delta Air Lines,906,Airbus A320,LAX,JFK,2024-04-08 04:59:02,2024-04-08 05:25:02,2024-04-08 06:59:02,2024-04-08 06:56:02,A13,1,2024-02-25 14:23:07
FL5957-502,United Airlines,724,Airbus A320,ORD,LAX,2024-02-15 16:49:52,2024-02-15 17:08:52,2024-02-15 18:49:52,2024-02-15 19:17:52,A10,3,2024-04-16 11:39:46
FL2183-311,Southwest Airlines,308,Airbus A380,ATL,LAX,2024-04-15 21:15:53,2024-04-15 20:30:53,2024-04-15 23:15:53,2024-04-15 23:30:53,C15,1,2024-03-10 16:59:40
FL5079-192,JetBlue Airways,788,Boeing 737,ORD,JFK,2024-03-05 10:26:00,2024-03-05 10:46:00,2024-03-05 12:26:00,2024-03-05 13:09:00,A3,2,2024-01-11 11:40:36
FL1680-306,Delta Air Lines,217,Airbus A380,ORD,ATL,2024-04-06 17:07:49,2024-04-06 16:54:49,2024-04-06 19:07:49,2024-04-06 18:50:49,B7,4,2024-05-31 17:14:45
FL7387-987,United Airlines,548,Boeing 777,ORD,ORD,2024-05-04 10:20:17,2024-05-04 10:20:17,2024-05-04 12:20:17,2024-05-04 11:35:17,C9,2,2024-02-04 06:57:20
FL5394-900,Southwest Airlines,445,Boeing 737,SFO,LAX,2024-04-13 22:08:45,2024-04-13 22:32:45,2024-04-14 00:08:45,2024-04-14 00:32:45,B15,4,2024-02-20 02:41:30
FL9503-974,JetBlue Airways,791,Airbus A320,JFK,JFK,2024-06-23 19:41:48,2024-06-23 19:03:48,2024-06-23 21:41:48,2024-06-23 21:45:48,A13,2,2024-04-08 01:12:51
FL2353-649,Southwest Airlines,746,Airbus A380,SFO,SFO,2024-06-16 02:47:55,2024-06-16 02:55:55,2024-06-16 04:47:55,2024-06-16 05:30:55,A3,2,2024-06-10 19:41:37
FL9974-411,Delta Air Lines,905,Boeing 737,LAX,SFO,2024-01-08 21:06:40,2024-01-08 20:34:40,2024-01-08 23:06:40,2024-01-08 23:09:40,C3,2,2024-03-02 09:06:11
FL9112-290,United Airlines,620,Boeing 737,LAX,LAX,2024-01-05 18:40:19,2024-01-05 18:01:19,2024-01-05 20:40:19,2024-01-05 20:14:19,A3,3,2024-02-03 16:07:09
FL6447-797,Southwest Airlines,719,Airbus A380,JFK,ATL,2024-07-11 21:13:01,2024-07-11 21:42:01,2024-07-11 23:13:01,2024-07-11 23:30:01,C11,4,2024-06-01 16:42:49
FL1817-346,American Airlines,312,Airbus A380,ATL,ORD,2024-04-16 05:15:20,2024-04-16 05:56:20,2024-04-16 07:15:20,2024-04-16 07:59:20,A13,2,2024-06-10 00:41:00
FL8730-755,Delta Air Lines,843,Boeing 777,SFO,LAX,2024-05-30 11:14:28,2024-05-30 11:09:28,2024-05-30 13:14:28,2024-05-30 13:18:28,C11,1,2024-04-02 20:43:39
FL5485-940,JetBlue Airways,383,Airbus A320,ATL,SFO,2024-01-22 12:19:56,2024-01-22 11:46:56,2024-01-22 14:19:56,2024-01-22 13:53:56,C6,1,2024-02-10 14:51:00
FL7007-952,American Airlines,154,Boeing 737,ATL,ORD,2024-06-16 23:52:07,2024-06-17 00:32:07,2024-06-17 01:52:07,2024-06-17 02:13:07,C1,1,2024-05-03 03:12:11
FL1121-446,American Airlines,309,Airbus A320,LAX,ATL,2024-03-06 14:34:14,2024-03-06 13:54:14,2024-03-06 16:34:14,2024-03-06 17:05:14,B9,3,2024-04-17 19:47:57
FL5375-963,Delta Air Lines,397,Airbus A320,ORD,ORD,2024-02-09 21:56:50,2024-02-09 21:14:50,2024-02-09 23:56:50,2024-02-09 23:31:50,C8,3,2024-05-07 08:15:35
FL5382-203,United Airlines,434,Airbus A380,SFO,ATL,2024-02-02 11:42:24,2024-02-02 11:08:24,2024-02-02 13:42:24,2024-02-02 13:43:24,C11,4,2024-06-21 04:18:28
FL4240-534,Southwest Airlines,587,Airbus A320,JFK,ATL,2024-05-08 10:54:49,2024-05-08 10:26:49,2024-05-08 12:54:49,2024-05-08 13:06:49,C8,4,2024-03-12 05:50:04
FL2579-514,American Airlines,254,Airbus A320,ORD,LAX,2024-04-12 11:31:37,2024-04-12 12:01:37,2024-04-12 13:31:37,2024-04-12 13:59:37,C15,3,2024-06-14 08:54:30
FL9727-181,Southwest Airlines,798,Airbus A320,ATL,JFK,2024-06-16 19:11:46,2024-06-16 19:47:46,2024-06-16 21:11:46,2024-06-16 20:44:46,A4,3,2024-04-06 18:19:58
FL5762-262,Southwest Airlines,555,Boeing 737,LAX,ORD,2024-06-28 08:55:12,2024-06-28 09:21:12,2024-06-28 10:55:12,2024-06-28 11:20:12,B12,4,2024-01-21 15:09:33
FL2670-727,American Airlines,390,Boeing 777,ATL,ORD,2024-02-23 05:36:59,2024-02-23 05:01:59,2024-02-23 07:36:59,2024-02-23 07:54:59,A10,3,2024-05-02 04:49:00
FL5372-953,JetBlue Airways,603,Boeing 737,JFK,ATL,2024-01-26 18:31:28,2024-01-26 18:55:28,2024-01-26 20:31:28,2024-01-26 20:14:28,A15,4,2024-02-08 19:04:07
FL6616-385,Southwest Airlines,635,Boeing 777,ORD,ORD,2024-01-20 12:39:47,2024-01-20 12:06:47,2024-01-20 14:39:47,2024-01-20 14:24:47,C12,3,2024-03-17 14:40:06
FL7322-526,JetBlue Airways,147,Boeing 737,ATL,ORD,2024-01-22 16:00:57,2024-01-22 15:41:57,2024-01-22 18:00:57,2024-01-22 18:06:57,B7,4,2024-01-02 15:20:54
FL4161-941,Southwest Airlines,812,Airbus A380,SFO,ATL,2024-01-28 20:50:31,2024-01-28 20:15:31,2024-01-28 22:50:31,2024-01-28 22:42:31,C15,1,2024-07-09 20:13:09
FL5399-368,Delta Air Lines,695,Boeing 777,ORD,LAX,2024-07-08 08:56:43,2024-07-08 08:19:43,2024-07-08 10:56:43,2024-07-08 10:24:43,B13,2,2024-03-25 20:22:29
FL2475-646,Delta Air Lines,606,Airbus A380,SFO,JFK,2024-06-04 13:43:35,2024-06-04 13:53:35,2024-06-04 15:43:35,2024-06-04 15:16:35,B4,3,2024-06-26 04:35:00
FL8275-607,American Airlines,985,Boeing 777,ATL,LAX,2024-03-19 15:48:33,2024-03-19 16:20:33,2024-03-19 17:48:33,2024-03-19 17:18:33,B7,3,2024-01-20 11:08:26
FL9118-657,United Airlines,823,Airbus A320,ORD,LAX,2024-02-01 17:32:43,2024-02-01 16:48:43,2024-02-01 19:32:43,2024-02-01 19:08:43,B6,4,2024-03-23 01:50:24
FL5670-769,Delta Air Lines,642,Airbus A380,SFO,ORD,2024-02-24 10:34:27,2024-02-24 11:18:27,2024-02-24 12:34:27,2024-02-24 13:04:27,C14,4,2024-02-18 18:14:12
FL4981-336,United Airlines,740,Airbus A320,ATL,JFK,2024-06-20 17:39:45,2024-06-20 17:43:45,2024-06-20 19:39:45,2024-06-20 19:45:45,C7,2,2024-06-17 03:49:28
FL1321-258,United Airlines,616,Airbus A320,ORD,JFK,2024-04-13 20:48:59,2024-04-13 21:08:59,2024-04-13 22:48:59,2024-04-13 22:07:59,B11,1,2024-01-07 00:17:04
FL2479-618,Delta Air Lines,919,Airbus A380,SFO,SFO,2024-05-20 16:07:06,2024-05-20 15:29:06,2024-05-20 18:07:06,2024-05-20 17:26:06,C9,1,2024-02-29 11:38:10
FL9370-166,Southwest Airlines,614,Airbus A320,JFK,LAX,2024-01-24 02:00:31,2024-01-24 02:42:31,2024-01-24 04:00:31,2024-01-24 03:37:31,A2,3,2024-03-24 18:12:24
FL6369-392,Southwest Airlines,757,Airbus A380,LAX,ORD,2024-03-29 08:51:37,2024-03-29 09:02:37,2024-03-29 10:51:37,2024-03-29 11:22:37,A6,2,2024-03-21 10:33:21
FL9618-664,Delta Air Lines,877,Boeing 737,ORD,ATL,2024-03-07 22:56:48,2024-03-07 22:49:48,2024-03-08 00:56:48,2024-03-08 01:02:48,A12,3,2024-02-24 17:38:14
FL6902-939,JetBlue Airways,419,Boeing 777,LAX,LAX,2024-02-11 02:02:45,2024-02-11 02:46:45,2024-02-11 04:02:45,2024-02-11 03:21:45,B14,2,2024-01-21 02:20:40
FL8885-771,United Airlines,491,Airbus A320,LAX,JFK,2024-06-19 20:28:57,2024-06-19 20:56:57,2024-06-19 22:28:57,2024-06-19 22:49:57,B3,4,2024-04-22 14:10:12
FL3381-867,American Airlines,488,Airbus A320,JFK,ATL,2024-06-11 00:05:58,2024-06-11 00:42:58,2024-06-11 02:05:58,2024-06-11 02:30:58,A12,2,2024-02-09 12:13:03
FL1853-316,Delta Air Lines,290,Airbus A380,SFO,JFK,2024-06-08 11:43:00,2024-06-08 12:08:00,2024-06-08 13:43:00,2024-06-08 13:52:00,A15,1,2024-04-11 15:57:47
FL9198-358,Delta Air Lines,226,Airbus A320,SFO,ORD,2024-06-13 23:58:54,2024-06-14 00:33:54,2024-06-14 01:58:54,2024-06-14 01:59:54,C5,3,2024-05-20 03:02:40
FL6410-959,United Airlines,518,Airbus A320,ATL,SFO,2024-01-13 07:36:05,2024-01-13 08:21:05,2024-01-13 09:36:05,2024-01-13 10:32:05,C4,1,2024-05-10 08:17:59
FL9696-398,American Airlines,279,Airbus A320,JFK,JFK,2024-06-20 00:10:13,2024-06-19 23:47:13,2024-06-20 02:10:13,2024-06-20 01:50:13,A11,4,2024-02-07 15:22:31
FL6922-295,Delta Air Lines,852,Airbus A380,LAX,SFO,2024-06-30 08:26:19,2024-06-30 07:56:19,2024-06-30 10:26:19,2024-06-30 10:13:19,B2,4,2024-04-23 03:11:46
FL7024-102,Southwest Airlines,681,Airbus A320,ORD,ATL,2024-06-10 15:24:58,2024-06-10 15:07:58,2024-06-10 17:24:58,2024-06-10 17:59:58,B11,1,2024-01-31 02:11:52
FL8216-259,Delta Air Lines,274,Airbus A320,ORD,LAX,2024-02-11 10:20:30,2024-02-11 10:50:30,2024-02-11 12:20:30,2024-02-11 12:35:30,C8,4,2024-01-13 00:08:05
FL9580-594,Delta Air Lines,123,Boeing 777,JFK,LAX,2024-04-01 22:40:59,2024-04-01 23:20:59,2024-04-02 00:40:59,2024-04-02 01:24:59,B4,1,2024-02-15 17:20:00
FL2449-231,Southwest Airlines,899,Boeing 777,SFO,JFK,2024-05-23 11:56:55,2024-05-23 11:28:55,2024-05-23 13:56:55,2024-05-23 14:33:55,A8,1,2024-03-09 09:34:28
FL5037-206,JetBlue Airways,840,Boeing 777,LAX,SFO,2024-05-06 04:49:03,2024-05-06 04:24:03,2024-05-06 06:49:03,2024-05-06 07:12:03,B9,2,2024-06-10 09:05:34
FL6499-296,Southwest Airlines,670,Boeing 737,SFO,ORD,2024-04-13 02:26:43,2024-04-13 01:59:43,2024-04-13 04:26:43,2024-04-13 04:14:43,C7,4,2024-06-15 23:21:00
FL2325-424,Southwest Airlines,940,Boeing 737,JFK,ORD,2024-02-27 01:41:33,2024-02-27 01:34:33,2024-02-27 03:41:33,2024-02-27 03:06:33,A9,1,2024-03-31 00:45:20
FL7822-249,JetBlue Airways,225,Airbus A380,LAX,ATL,2024-03-16 00:30:48,2024-03-16 00:01:48,2024-03-16 02:30:48,2024-03-16 02:54:48,A14,1,2024-02-18 20:39:30
FL9896-817,Southwest Airlines,921,Boeing 777,LAX,SFO,2024-04-08 19:42:20,2024-04-08 19:54:20,2024-04-08 21:42:20,2024-04-08 21:28:20,B5,2,2024-01-25 10:15:25
FL2233-879,JetBlue Airways,128,Airbus A380,JFK,LAX,2024-07-02 16:51:09,2024-07-02 16:13:09,2024-07-02 18:51:09,2024-07-02 19:21:09,B13,1,2024-01-31 23:06:52
FL9505-513,JetBlue Airways,969,Boeing 777,SFO,ORD,2024-05-03 12:33:08,2024-05-03 13:03:08,2024-05-03 14:33:08,2024-05-03 14:00:08,A10,3,2024-02-25 02:07:31
FL2768-723,Southwest Airlines,118,Airbus A320,ATL,ORD,2024-06-30 08:25:27,2024-06-30 08:44:27,2024-06-30 10:25:27,2024-06-30 10:51:27,A14,4,2024-02-18 11:50:56
FL6611-713,Southwest Airlines,449,Boeing 737,ORD,LAX,2024-07-09 06:52:43,2024-07-09 06:17:43,2024-07-09 08:52:43,2024-07-09 08:36:43,A15,2,2024-05-07 00:08:59
FL2385-138,Delta Air Lines,532,Airbus A380,JFK,SFO,2024-04-10 05:48:02,2024-04-10 05:28:02,2024-04-10 07:48:02,2024-04-10 08:25:02,B9,3,2024-01-07 18:04:10
FL6367-408,United Airlines,153,Boeing 737,LAX,SFO,2024-03-21 11:21:59,2024-03-21 11:26:59,2024-03-21 13:21:59,2024-03-21 12:57:59,B4,2,2024-01-06 03:37:07
FL6976-985,Southwest Airlines,422,Airbus A320,JFK,JFK,2024-04-26 10:20:00,2024-04-26 10:40:00,2024-04-26 12:20:00,2024-04-26 11:48:00,A5,4,2024-02-10 10:04:05
FL3186-105,Southwest Airlines,233,Boeing 777,ATL,ORD,2024-02-19 15:31:52,2024-02-19 15:53:52,2024-02-19 17:31:52,2024-02-19 16:59:52,B1,3,2024-02-13 22:55:12
FL8139-397,Southwest Airlines,653,Airbus A320,ATL,JFK,2024-06-04 12:00:33,2024-06-04 12:32:33,2024-06-04 14:00:33,2024-06-04 13:46:33,B15,1,2024-06-11 07:38:14
FL3965-230,Southwest Airlines,836,Boeing 777,LAX,LAX,2024-05-30 09:42:07,2024-05-30 09:19:07,2024-05-30 11:42:07,2024-05-30 11:34:07,C12,4,2024-06-15 18:21:20
FL1922-186,American Airlines,496,Boeing 777,ORD,LAX,2024-01-22 22:37:45,2024-01-22 22:21:45,2024-01-23 00:37:45,2024-01-23 00:54:45,C15,4,2024-02-21 04:38:25
FL8096-365,Delta Air Lines,706,Boeing 737,ATL,SFO,2024-07-01 15:44:37,2024-07-01 15:54:37,2024-07-01 17:44:37,2024-07-01 16:59:37,A4,2,2024-04-02 07:25:04
FL1867-433,Delta Air Lines,248,Airbus A320,ORD,ATL,2024-01-07 09:57:23,2024-01-07 10:35:23,2024-01-07 11:57:23,2024-01-07 11:48:23,B1,3,2024-01-10 09:10:49
FL9829-491,Southwest Airlines,473,Boeing 737,JFK,ORD,2024-01-10 04:28:38,2024-01-10 03:54:38,2024-01-10 06:28:38,2024-01-10 06:02:38,C11,2,2024-06-10 14:02:25
FL8000-629,American Airlines,760,Boeing 777,ATL,SFO,2024-03-25 18:13:47,2024-03-25 17:28:47,2024-03-25 20:13:47,2024-03-25 20:46:47,B3,2,2024-04-23 12:38:26
FL1450-801,United Airlines,367,Boeing 737,ORD,ATL,2024-03-10 06:01:47,2024-03-10 06:35:47,2024-03-10 08:01:47,2024-03-10 08:39:47,B10,3,2024-04-16 16:17:37
FL9411-917,Southwest Airlines,715,Airbus A320,SFO,LAX,2024-05-03 23:59:07,2024-05-04 00:07:07,2024-05-04 01:59:07,2024-05-04 02:03:07,C14,1,2024-05-27 22:59:34
FL3397-157,JetBlue Airways,884,Airbus A380,JFK,JFK,2024-04-02 08:16:29,2024-04-02 08:26:29,2024-04-02 10:16:29,2024-04-02 10:15:29,A4,4,2024-07-05 01:30:22
FL8176-604,Southwest Airlines,781,Boeing 737,ORD,LAX,2024-03-16 04:55:47,2024-03-16 04:17:47,2024-03-16 06:55:47,2024-03-16 07:24:47,A5,2,2024-01-23 14:47:55
FL4034-215,United Airlines,796,Airbus A380,ATL,SFO,2024-05-15 20:30:22,2024-05-15 21:02:22,2024-05-15 22:30:22,2024-05-15 21:58:22,A11,3,2024-04-06 05:44:55
FL7512-751,JetBlue Airways,961,Boeing 737,LAX,ATL,2024-02-12 23:37:44,2024-02-12 23:16:44,2024-02-13 01:37:44,2024-02-13 01:35:44,B1,2,2024-04-14 11:42:53
FL3930-753,United Airlines,206,Boeing 737,ATL,ATL,2024-02-12 00:32:34,2024-02-12 00:42:34,2024-02-12 02:32:34,2024-02-12 02:25:34,C1,3,2024-02-01 13:22:51
FL1397-462,JetBlue Airways,767,Boeing 777,ORD,SFO,2024-04-14 05:58:31,2024-04-14 06:07:31,2024-04-14 07:58:31,2024-04-14 07:28:31,B3,4,2024-05-16 09:19:24
FL7909-409,Delta Air Lines,186,Boeing 737,JFK,LAX,2024-06-03 16:08:50,2024-06-03 15:28:50,2024-06-03 18:08:50,2024-06-03 17:25:50,C1,4,2024-07-02 04:51:13
FL3142-228,JetBlue Airways,594,Boeing 777,ATL,LAX,2024-06-17 10:40:33,2024-06-17 10:19:33,2024-06-17 12:40:33,2024-06-17 13:10:33,C3,1,2024-04-13 09:14:19
FL2279-345,JetBlue Airways,932,Boeing 737,SFO,ORD,2024-06-27 13:56:48,2024-06-27 14:06:48,2024-06-27 15:56:48,2024-06-27 15:48:48,B12,4,2024-05-31 08:54:44
FL5963-522,Delta Air Lines,992,Boeing 737,LAX,ATL,2024-05-13 23:32:08,2024-05-13 23:38:08,2024-05-14 01:32:08,2024-05-14 01:00:08,C15,1,2024-01-11 19:58:11
FL7190-554,Southwest Airlines,181,Boeing 777,LAX,SFO,2024-07-02 03:02:53,2024-07-02 03:02:53,2024-07-02 05:02:53,2024-07-02 05:14:53,B11,4,2024-05-14 07:43:43
FL6935-975,Delta Air Lines,455,Boeing 737,JFK,LAX,2024-02-02 16:26:33,2024-02-02 16:34:33,2024-02-02 18:26:33,2024-02-02 17:54:33,B7,3,2024-04-17 09:48:11
FL9002-216,American Airlines,422,Airbus A320,JFK,JFK,2024-03-28 19:01:02,2024-03-28 18:48:02,2024-03-28 21:01:02,2024-03-28 20:43:02,C2,1,2024-02-23 09:38:07
FL2711-569,JetBlue Airways,793,Airbus A380,JFK,LAX,2024-02-28 23:29:41,2024-02-29 00:02:41,2024-02-29 01:29:41,2024-02-29 01:00:41,C11,1,2024-05-29 09:05:16
FL6649-327,JetBlue Airways,558,Boeing 737,JFK,LAX,2024-07-01 06:04:46,2024-07-01 06:41:46,2024-07-01 08:04:46,2024-07-01 07:53:46,C9,3,2024-06-09 07:15:34
FL1405-209,United Airlines,418,Airbus A320,SFO,ATL,2024-03-08 03:04:22,2024-03-08 03:07:22,2024-03-08 05:04:22,2024-03-08 04:54:22,B12,2,2024-02-28 19:24:13
FL3018-651,Southwest Airlines,623,Airbus A320,SFO,JFK,2024-01-07 14:52:55,2024-01-07 14:54:55,2024-01-07 16:52:55,2024-01-07 17:22:55,A9,3,2024-01-02 21:51:53
FL7209-856,American Airlines,607,Boeing 777,LAX,SFO,2024-05-09 11:35:47,2024-05-09 10:57:47,2024-05-09 13:35:47,2024-05-09 13:54:47,C14,2,2024-04-17 16:20:41
FL6506-410,Southwest Airlines,102,Airbus A380,ATL,ORD,2024-04-26 07:34:52,2024-04-26 07:50:52,2024-04-26 09:34:52,2024-04-26 10:00:52,C11,3,2024-01-18 09:14:23
FL7927-265,JetBlue Airways,238,Boeing 737,ORD,JFK,2024-03-21 19:00:15,2024-03-21 19:27:15,2024-03-21 21:00:15,2024-03-21 21:16:15,B11,1,2024-01-28 18:08:36
FL3654-203,United Airlines,338,Airbus A320,JFK,LAX,2024-07-10 22:06:43,2024-07-10 22:50:43,2024-07-11 00:06:43,2024-07-11 00:17:43,B3,2,2024-05-23 14:19:54
FL2861-212,Delta Air Lines,364,Boeing 737,SFO,SFO,2024-02-03 18:33:52,2024-02-03 19:16:52,2024-02-03 20:33:52,2024-02-03 21:12:52,A2,3,2024-04-02 01:31:17
FL3032-846,Delta Air Lines,262,Boeing 737,LAX,SFO,2024-04-26 18:28:14,2024-04-26 18:23:14,2024-04-26 20:28:14,2024-04-26 19:51:14,A9,1,2024-02-28 10:49:44
FL3589-984,United Airlines,462,Boeing 777,SFO,SFO,2024-04-06 11:09:49,2024-04-06 11:45:49,2024-04-06 13:09:49,2024-04-06 13:35:49,B11,2,2024-05-20 00:04:36
FL2418-650,Southwest Airlines,739,Boeing 737,LAX,SFO,2024-03-17 02:58:50,2024-03-17 02:56:50,2024-03-17 04:58:50,2024-03-17 05:31:50,A2,1,2024-02-19 23:06:22
FL7909-801,American Airlines,285,Boeing 737,ORD,JFK,2024-05-30 20:48:46,2024-05-30 21:09:46,2024-05-30 22:48:46,2024-05-30 22:37:46,B11,4,2024-05-14 10:59:47
FL2812-428,Delta Air Lines,908,Boeing 777,ATL,ORD,2024-01-08 10:56:00,2024-01-08 11:27:00,2024-01-08 12:56:00,2024-01-08 13:13:00,B6,1,2024-07-02 12:56:27
FL6933-354,JetBlue Airways,460,Boeing 737,LAX,ORD,2024-04-07 11:17:45,2024-04-07 10:40:45,2024-04-07 13:17:45,2024-04-07 13:36:45,B4,3,2024-05-24 23:09:16
FL7924-916,United Airlines,675,Airbus A320,JFK,ORD,2024-02-29 22:32:39,2024-02-29 22:37:39,2024-03-01 00:32:39,2024-03-01 01:09:39,C5,2,2024-03-03 03:13:56
FL2728-131,United Airlines,182,Airbus A380,JFK,SFO,2024-06-27 20:14:14,2024-06-27 20:02:14,2024-06-27 22:14:14,2024-06-27 21:33:14,C1,2,2024-06-17 22:25:29
FL3498-890,United Airlines,295,Boeing 737,SFO,JFK,2024-05-30 16:50:28,2024-05-30 16:56:28,2024-05-30 18:50:28,2024-05-30 18:57:28,A12,3,2024-05-20 02:45:50
FL1945-231,United Airlines,394,Airbus A320,SFO,SFO,2024-03-28 15:44:20,2024-03-28 16:00:20,2024-03-28 17:44:20,2024-03-28 17:38:20,B10,4,2024-06-11 09:02:46
FL4564-510,American Airlines,887,Airbus A320,JFK,SFO,2024-05-20 12:14:46,2024-05-20 11:59:46,2024-05-20 14:14:46,2024-05-20 14:28:46,A3,4,2024-05-13 02:25:10
FL9759-743,American Airlines,620,Airbus A320,JFK,ATL,2024-04-11 04:11:30,2024-04-11 03:38:30,2024-04-11 06:11:30,2024-04-11 05:42:30,A7,4,2024-05-01 08:32:47
FL5118-107,Southwest Airlines,683,Airbus A380,SFO,LAX,2024-02-14 07:21:10,2024-02-14 07:50:10,2024-02-14 09:21:10,2024-02-14 09:57:10,C2,3,2024-03-05 05:37:59
FL5732-198,Southwest Airlines,122,Airbus A320,ORD,JFK,2024-04-12 17:08:41,2024-04-12 17:01:41,2024-04-12 19:08:41,2024-04-12 18:24:41,C7,4,2024-01-25 09:29:13
FL4040-839,JetBlue Airways,436,Boeing 737,SFO,LAX,2024-04-01 17:01:57,2024-04-01 16:53:57,2024-04-01 19:01:57,2024-04-01 18:57:57,C13,1,2024-01-26 16:10:57
FL2117-457,JetBlue Airways,575,Airbus A380,ATL,LAX,2024-05-05 14:22:03,2024-05-05 13:56:03,2024-05-05 16:22:03,2024-05-05 16:35:03,A15,3,2024-01-02 15:58:01
FL8756-464,Delta Air Lines,930,Airbus A380,JFK,ORD,2024-06-22 12:38:35,2024-06-22 12:11:35,2024-06-22 14:38:35,2024-06-22 14:43:35,B7,4,2024-01-06 00:06:58
FL8764-994,Delta Air Lines,695,Boeing 737,JFK,SFO,2024-05-02 18:56:17,2024-05-02 19:39:17,2024-05-02 20:56:17,2024-05-02 20:12:17,A6,4,2024-02-15 22:14:33
FL8484-489,Southwest Airlines,826,Airbus A380,JFK,SFO,2024-02-09 18:47:44,2024-02-09 18:11:44,2024-02-09 20:47:44,2024-02-09 20:13:44,B1,4,2024-01-08 15:10:13
FL6162-375,American Airlines,394,Airbus A380,LAX,SFO,2024-06-06 00:05:19,2024-06-05 23:47:19,2024-06-06 02:05:19,2024-06-06 02:27:19,A15,3,2024-05-24 13:38:46
FL7000-589,JetBlue Airways,836,Airbus A320,SFO,LAX,2024-05-18 18:42:33,2024-05-18 18:39:33,2024-05-18 20:42:33,2024-05-18 21:39:33,B3,3,2024-02-28 21:11:12
FL8600-818,JetBlue Airways,510,Boeing 737,JFK,ORD,2024-02-24 07:43:24,2024-02-24 08:06:24,2024-02-24 09:43:24,2024-02-24 09:03:24,B5,2,2024-05-04 11:30:13
FL8332-739,JetBlue Airways,529,Boeing 737,ORD,SFO,2024-06-10 13:43:22,2024-06-10 13:52:22,2024-06-10 15:43:22,2024-06-10 15:11:22,A1,3,2024-05-05 03:54:51
FL7444-536,United Airlines,396,Airbus A320,ORD,JFK,2024-06-06 08:53:37,2024-06-06 08:54:37,2024-06-06 10:53:37,2024-06-06 10:35:37,C2,2,2024-03-08 11:13:14
FL1184-666,American Airlines,673,Airbus A380,SFO,ATL,2024-01-30 01:57:43,2024-01-30 01:30:43,2024-01-30 03:57:43,2024-01-30 03:34:43,C7,1,2024-01-30 18:14:32
FL2937-735,United Airlines,803,Airbus A320,ATL,ATL,2024-05-25 03:27:09,2024-05-25 03:28:09,2024-05-25 05:27:09,2024-05-25 05:34:09,A7,1,2024-06-09 08:04:28
FL5096-994,JetBlue Airways,998,Airbus A320,SFO,ATL,2024-02-10 01:33:49,2024-02-10 01:32:49,2024-02-10 03:33:49,2024-02-10 03:25:49,C14,2,2024-07-04 12:27:37
FL8535-918,Southwest Airlines,637,Boeing 737,SFO,ORD,2024-04-05 05:38:50,2024-04-05 05:24:50,2024-04-05 07:38:50,2024-04-05 08:05:50,C12,3,2024-02-04 10:55:13
FL1139-749,JetBlue Airways,329,Boeing 737,ORD,JFK,2024-06-27 21:09:14,2024-06-27 20:55:14,2024-06-27 23:09:14,2024-06-27 23:27:14,A13,4,2024-04-23 18:07:17
FL7442-639,Southwest Airlines,671,Boeing 777,ATL,ORD,2024-07-07 18:46:23,2024-07-07 18:35:23,2024-07-07 20:46:23,2024-07-07 21:15:23,A8,2,2024-02-20 16:21:21
FL4713-209,Delta Air Lines,416,Boeing 777,JFK,SFO,2024-04-08 10:32:15,2024-04-08 10:09:15,2024-04-08 12:32:15,2024-04-08 13:00:15,A9,1,2024-04-26 12:43:24
FL3203-404,United Airlines,632,Airbus A320,LAX,SFO,2024-05-02 13:22:37,2024-05-02 13:17:37,2024-05-02 15:22:37,2024-05-02 15:39:37,B2,1,2024-02-22 12:23:25
FL1863-118,Southwest Airlines,810,Boeing 777,SFO,SFO,2024-06-28 07:46:50,2024-06-28 07:42:50,2024-06-28 09:46:50,2024-06-28 09:59:50,A6,3,2024-01-02 23:43:58
FL5742-226,United Airlines,310,Boeing 777,LAX,ATL,2024-03-26 07:21:41,2024-03-26 07:12:41,2024-03-26 09:21:41,2024-03-26 09:45:41,B5,4,2024-01-13 01:04:26
FL2595-294,Delta Air Lines,587,Airbus A320,ORD,ORD,2024-03-13 19:20:44,2024-03-13 18:57:44,2024-03-13 21:20:44,2024-03-13 21:30:44,C9,4,2024-06-03 08:10:38
FL9499-217,American Airlines,243,Boeing 737,LAX,JFK,2024-05-14 14:29:44,2024-05-14 14:31:44,2024-05-14 16:29:44,2024-05-14 17:13:44,B8,2,2024-04-15 16:23:57
FL6264-257,JetBlue Airways,465,Airbus A380,LAX,ORD,2024-06-13 16:02:57,2024-06-13 16:13:57,2024-06-13 18:02:57,2024-06-13 18:42:57,B12,2,2024-04-18 21:04:44
