flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL9279-239,193,0.97,5,5,3,5
FL1520-327,167,0.91,3,4,5,3
FL9093-350,298,0.97,4,3,3,5
FL4571-277,151,0.92,4,4,4,5
FL4211-810,197,0.99,4,5,5,4
FL9583-438,267,0.94,4,3,3,5
FL2928-121,164,0.97,3,4,4,4
FL2492-538,184,0.93,5,5,4,5
FL8224-979,166,0.94,5,5,5,4
FL2500-524,185,0.92,5,5,3,4
FL1049-834,257,0.96,4,4,5,5
FL4683-749,271,0.98,3,5,4,3
FL1916-133,201,0.93,3,3,4,4
FL2372-924,250,0.98,3,5,3,5
FL3661-273,255,0.94,4,4,3,5
FL4097-635,242,0.92,3,3,5,4
FL2087-199,215,0.9,5,3,4,4
FL5499-669,162,0.93,3,3,4,4
FL5769-142,229,0.98,4,3,4,5
FL7522-341,161,0.97,3,3,3,4
FL4493-696,254,1.0,4,4,3,5
FL9716-391,236,0.93,5,4,3,5
FL9885-859,155,0.98,4,3,3,4
FL6823-481,194,0.96,5,4,3,4
FL7413-378,246,0.96,4,4,5,3
FL5264-394,297,0.97,3,4,3,5
FL3925-277,300,0.94,5,5,4,4
FL8385-750,153,0.98,5,4,5,3
FL6614-911,214,0.98,5,3,3,4
FL9800-449,229,0.93,3,4,5,3
FL7659-152,158,0.97,5,5,5,4
FL1230-737,169,1.0,3,4,4,3
FL6643-558,243,0.91,4,3,4,3
FL7560-960,284,0.98,3,5,4,4
FL2796-701,269,0.99,4,3,3,5
FL7053-864,290,0.99,5,5,4,3
FL7987-484,168,0.91,3,4,5,3
FL9935-763,269,0.94,3,3,5,3
FL4879-342,153,0.91,3,3,5,3
FL6825-849,291,0.93,5,5,3,5
FL3269-344,272,0.99,4,3,3,4
FL6389-780,237,1.0,3,3,3,5
FL9880-655,256,0.96,3,5,3,4
FL8933-506,229,0.96,4,5,5,4
FL1708-244,175,0.96,5,3,3,5
FL7809-683,182,0.96,3,3,4,3
FL8586-384,266,0.97,3,5,4,3
FL4822-443,235,0.95,5,5,5,4
FL1269-382,268,0.93,3,5,5,5
FL9418-237,268,0.96,5,5,5,5
FL3393-798,198,0.96,3,3,4,3
FL2828-504,167,0.91,5,5,4,5
FL5093-427,261,0.98,3,4,3,3
FL9431-193,281,0.97,5,4,4,5
FL3187-923,161,0.95,4,3,4,3
FL7949-440,215,0.9,5,3,3,3
FL9356-272,221,0.97,5,3,3,4
FL6011-661,166,1.0,3,3,5,5
FL2098-631,178,0.94,3,4,5,3
FL9778-694,172,0.98,5,3,5,5
FL2793-570,261,0.94,3,5,5,5
FL1018-288,174,0.98,3,4,5,5
FL3493-248,185,0.97,4,3,3,5
FL7055-388,179,0.91,4,5,3,4
FL5629-984,167,0.94,4,3,3,4
FL6596-858,250,0.9,5,4,5,4
FL3582-574,257,0.91,3,3,3,3
FL5305-741,163,0.9,5,3,3,3
FL6780-444,240,0.99,4,4,4,3
FL2913-737,279,0.91,4,3,3,5
FL7694-989,292,0.98,5,4,5,5
FL3464-797,188,0.98,3,3,3,4
FL1691-407,296,0.97,4,5,3,4
FL3057-749,189,0.99,4,5,4,4
FL7368-885,223,0.92,4,5,5,4
FL7363-874,255,0.99,5,5,3,4
FL9596-428,296,0.94,4,3,3,3
FL6471-834,212,0.94,5,3,3,5
FL2624-319,240,0.91,5,5,5,4
FL3099-679,194,1.0,5,3,5,4
FL9787-619,255,0.98,3,3,4,4
FL9409-620,172,0.9,3,4,3,5
FL9980-200,282,0.98,4,3,4,4
FL8756-547,268,0.9,3,4,3,4
FL7958-357,181,0.99,4,4,5,4
FL9783-384,228,1.0,4,4,4,3
FL2896-500,199,0.94,4,4,3,4
FL9663-202,236,1.0,4,3,5,5
FL7772-780,218,0.92,5,3,3,3
FL5593-570,246,0.93,4,3,4,3
FL3156-473,230,1.0,4,3,3,4
FL3880-783,158,0.92,5,3,4,4
FL2556-535,198,0.94,4,4,4,3
FL2855-268,284,0.97,5,3,4,3
FL6849-261,196,0.93,4,4,5,3
FL4889-398,257,1.0,5,4,4,4
FL4189-857,235,1.0,5,3,4,4
FL9953-950,252,1.0,5,3,5,4
FL6855-861,203,1.0,3,3,4,5
FL2120-331,226,0.99,4,3,3,3
FL2565-354,235,0.96,3,3,3,4
FL6363-593,289,0.92,5,3,5,5
FL1856-119,171,0.99,3,5,5,4
FL3391-777,263,0.98,3,3,3,3
FL3140-272,175,0.96,5,4,5,4
FL4452-154,250,0.92,5,3,3,4
FL8076-338,158,0.94,4,3,5,5
FL6926-178,209,0.97,5,5,3,3
FL7706-429,186,0.93,5,3,4,5
FL2111-788,196,0.99,4,5,3,5
FL1275-293,219,1.0,4,5,5,3
FL9982-846,174,1.0,4,3,5,4
FL2724-783,215,0.92,3,5,3,4
FL1314-208,164,0.93,5,4,3,5
FL3205-701,196,0.93,5,4,3,4
FL6340-898,192,0.93,4,4,5,3
FL3575-946,282,0.96,3,4,3,4
FL4919-517,177,1.0,4,4,3,3
FL7966-711,173,0.97,3,3,5,5
FL2225-604,218,0.94,5,5,5,4
FL7064-235,178,0.98,4,5,3,4
FL8493-552,194,0.91,5,4,4,4
FL6403-539,274,0.97,3,3,5,3
FL2083-188,223,0.93,5,4,5,4
FL8698-764,189,0.98,4,3,5,3
FL6601-670,223,0.95,5,5,3,5
FL8209-269,284,0.91,5,5,5,3
FL5659-267,195,0.94,3,4,5,4
FL2748-726,236,0.97,4,3,4,5
FL1510-546,221,0.93,5,5,3,5
FL9388-107,172,0.92,3,4,4,4
FL4134-815,279,0.91,3,5,5,4
FL4482-565,269,0.95,3,3,3,4
FL7359-240,290,0.96,3,5,5,5
FL3529-961,298,0.91,4,4,5,3
FL4276-915,291,0.92,5,5,3,5
FL2761-671,294,1.0,5,4,5,3
FL2601-713,177,0.9,5,4,3,5
FL2901-374,263,0.91,5,4,5,4
FL8774-727,165,0.94,3,3,4,5
FL8561-940,275,0.96,4,5,3,3
FL9517-341,159,0.99,4,4,4,4
FL4702-468,272,0.92,5,4,4,4
FL1749-480,297,0.99,5,3,3,3
FL4839-184,244,0.97,5,3,5,3
FL2922-949,235,0.91,4,3,3,4
FL3639-430,167,0.93,5,3,4,5
FL5743-267,280,0.91,3,3,4,5
FL3035-407,282,0.9,3,4,4,3
FL3546-101,293,0.9,4,4,4,3
FL9506-970,152,1.0,4,5,4,3
FL9753-768,267,0.97,5,3,5,5
FL9106-468,291,0.94,4,4,3,5
FL9803-731,297,0.91,4,4,5,4
FL1078-850,190,0.92,3,5,5,4
FL9291-180,180,0.9,5,3,4,4
FL3191-583,282,0.91,3,3,4,3
FL5994-752,191,0.91,3,3,3,4
FL7049-793,295,0.97,3,5,5,4
FL8805-535,282,0.96,3,3,3,4
FL4589-488,197,0.91,5,3,4,3
FL3901-214,287,0.91,3,5,3,4
FL3426-898,254,0.95,3,3,3,5
FL8104-234,176,0.95,4,5,3,5
FL7389-221,237,0.94,4,3,4,5
FL1164-994,214,0.98,3,3,4,4
FL1136-895,251,0.92,3,5,3,5
FL9486-554,210,0.99,3,3,4,4
FL5474-505,220,0.98,3,5,3,3
FL4422-844,252,0.93,4,4,3,4
FL4343-191,247,0.91,5,4,3,5
FL6782-581,289,0.93,3,3,5,4
FL2484-368,207,0.99,4,3,5,4
FL4585-500,221,0.93,3,3,5,4
FL3396-267,211,0.97,3,5,3,3
FL3205-170,216,1.0,5,4,5,5
FL3261-614,185,0.91,3,3,4,3
FL8014-824,167,0.94,3,3,3,5
FL9313-199,171,0.97,5,5,4,3
FL9373-105,227,0.9,4,3,5,4
FL8468-570,166,0.95,5,3,4,5
FL3543-112,282,0.94,5,3,4,3
FL4816-990,289,0.9,5,3,4,5
FL3792-296,232,0.92,3,4,3,5
FL7710-860,283,1.0,5,5,4,3
FL9378-829,274,0.91,4,3,5,4
FL6309-172,156,0.98,4,4,5,3
FL4936-136,275,0.99,5,4,5,3
FL8958-759,257,0.96,5,3,4,3
FL1805-834,211,0.94,3,3,5,4
FL6202-224,161,0.98,3,4,3,4
FL4778-973,242,0.98,4,4,3,3
FL5453-611,296,1.0,4,3,4,3
FL6117-421,178,0.9,5,4,5,4
FL6541-346,170,0.98,5,3,5,5
FL3244-230,180,0.96,5,5,5,4
FL2120-941,300,0.91,3,3,3,4
FL7246-701,276,0.97,5,5,3,4
FL2825-324,209,0.96,3,3,5,4
FL9506-840,289,0.92,3,5,5,5
FL4009-129,259,0.92,3,3,5,5
FL6681-539,245,0.92,4,3,5,4
FL1773-434,232,0.91,4,4,3,3
FL5641-150,225,0.95,4,5,4,4
FL4641-465,269,0.93,3,4,3,5
FL8295-651,209,0.92,3,5,3,5
FL2103-450,238,1.0,5,4,4,5
FL8584-360,297,0.91,4,3,5,5
FL8529-268,285,0.99,4,3,3,3
FL6340-792,254,0.92,4,3,3,3
FL1787-851,204,0.98,3,5,4,5
FL3235-959,185,0.97,4,5,5,5
FL9377-892,253,0.96,4,5,3,3
FL3842-403,157,0.93,3,4,3,4
FL2976-567,173,0.97,3,3,4,5
FL3871-416,292,0.93,5,5,3,3
FL5896-147,172,0.99,4,4,5,5
FL9404-679,234,0.93,3,4,3,4
FL5385-930,287,0.99,5,5,5,4
FL9850-605,157,0.9,3,4,4,5
FL2248-969,284,0.97,5,5,5,3
FL4644-146,166,0.99,3,4,4,5
FL7589-942,209,0.9,5,3,5,5
FL1259-236,243,0.99,3,4,4,4
FL7783-550,191,0.91,5,5,5,4
FL3231-612,193,0.95,3,5,3,4
FL3814-859,190,0.97,3,4,5,4
FL3856-169,266,0.92,3,4,4,4
FL1476-171,294,0.99,5,3,5,4
FL3259-453,245,0.99,4,4,5,5
FL9283-729,261,0.91,3,3,5,5
FL8689-591,175,0.95,4,4,3,3
FL3763-201,199,0.96,4,3,5,5
FL6825-330,222,0.95,3,4,5,4
FL4916-133,244,0.9,4,3,4,5
FL4544-742,267,0.9,3,4,3,4
FL6057-203,263,0.96,4,5,4,3
FL2190-464,241,0.99,5,5,4,3
FL4172-696,292,0.98,4,5,4,4
FL9923-994,287,0.93,4,5,4,3
FL5947-348,227,1.0,4,4,3,3
FL7203-621,163,0.99,4,4,5,3
FL6884-626,162,0.91,3,5,3,3
FL2742-896,184,0.92,3,4,5,3
FL5218-356,170,0.99,5,3,5,5
FL6879-606,210,1.0,5,3,5,5
FL8567-899,246,0.98,3,4,3,3
FL3086-858,244,0.96,5,5,4,4
FL3590-924,245,0.92,4,4,5,4
FL5197-185,268,0.9,3,3,5,3
FL8115-439,281,0.95,3,5,5,4
FL6511-269,253,1.0,5,4,5,4
FL8424-680,228,0.96,3,5,3,5
FL2137-525,174,0.95,5,5,3,5
FL6160-959,286,0.94,3,3,5,5
FL3046-735,238,0.91,5,4,4,4
FL2359-668,208,0.95,4,5,4,5
FL9326-372,193,0.91,4,5,3,4
FL3277-631,221,0.99,5,3,5,3
FL6518-932,173,0.95,4,5,5,5
FL9620-481,156,1.0,5,5,3,4
FL5647-102,213,0.91,3,3,5,5
FL1653-866,236,1.0,4,5,4,5
FL7701-969,238,0.95,4,5,3,3
FL9163-974,253,0.94,3,5,4,5
FL2224-466,166,0.92,3,3,4,4
FL5512-987,227,0.92,5,5,4,3
FL4236-679,191,0.92,3,5,3,3
FL9529-365,202,0.9,5,3,5,5
FL7828-869,224,0.96,5,3,5,3
FL1683-713,184,0.96,5,3,4,3
FL5004-389,205,0.91,4,3,3,5
FL5863-322,193,0.91,3,4,4,3
FL5124-981,244,0.97,5,3,5,5
FL3698-425,215,0.9,3,3,4,4
FL1035-343,168,0.97,4,5,5,4
FL3226-427,250,0.97,4,3,5,5
FL2595-691,216,0.93,5,5,5,5
FL8238-409,153,0.97,3,5,5,4
FL1141-385,189,0.94,4,4,4,3
FL5263-209,258,0.98,3,5,4,5
FL9762-368,282,1.0,3,3,5,5
FL6814-290,285,0.94,3,5,4,5
FL1366-735,297,0.95,5,5,5,5
FL8527-663,245,0.93,4,4,4,4
FL8348-708,191,0.97,4,4,4,3
FL5145-180,243,0.96,4,4,5,5
FL5658-503,292,0.92,3,4,5,5
FL5991-668,159,0.91,5,5,4,3
FL6685-166,176,0.93,5,4,5,3
FL1969-784,164,0.94,5,3,4,3
FL3408-305,256,0.95,5,3,4,3
FL5175-848,162,0.94,4,3,3,4
FL1805-857,265,0.94,5,5,5,4
FL1994-361,210,0.93,5,4,4,5
FL2894-998,161,0.99,5,3,5,3
FL6535-828,205,0.96,5,3,4,5
FL8127-230,206,0.93,4,5,3,3
FL9101-597,260,1.0,5,3,4,3
FL4885-360,232,1.0,4,4,3,3
FL8030-387,193,0.91,4,4,5,3
FL7951-790,298,0.9,3,5,4,4
FL3257-227,158,0.95,4,4,5,4
FL3838-188,286,0.9,3,4,3,3
FL9595-492,255,1.0,5,5,3,3
FL4609-696,289,0.98,5,4,4,3
FL7830-353,223,0.99,3,4,3,4
FL7507-293,251,0.93,3,5,3,5
FL3932-446,276,0.92,4,3,3,4
FL8182-389,167,1.0,3,4,3,4
FL5680-901,204,0.94,4,4,5,5
FL5941-483,221,0.95,5,4,3,4
FL5927-367,221,0.9,4,3,3,4
FL4497-408,229,0.97,4,4,3,4
FL3952-371,263,0.92,3,4,5,5
FL6710-892,281,0.92,5,5,4,5
FL6529-304,249,0.98,4,3,4,4
FL6127-760,244,0.92,4,3,4,4
FL3518-190,281,0.99,3,3,3,3
FL7431-786,286,1.0,3,5,3,4
FL5157-522,206,0.93,5,4,4,4
FL5083-961,264,0.98,5,3,5,4
FL3097-569,285,1.0,3,3,4,3
FL9381-433,176,0.9,5,4,5,4
FL7540-265,287,0.9,5,4,5,5
FL1380-898,163,0.91,4,3,3,4
FL2707-507,186,0.93,5,4,4,3
FL8848-199,217,0.93,5,3,4,5
FL1649-619,273,0.99,3,3,3,3
FL3145-693,273,0.96,4,4,3,3
FL3386-412,196,0.91,4,4,5,4
FL7622-295,214,0.99,4,4,4,5
FL8906-222,177,0.97,4,3,4,3
FL8564-783,276,1.0,5,5,5,5
FL2332-357,207,1.0,5,4,5,3
FL5680-947,276,1.0,3,5,4,3
FL8869-182,165,0.96,5,4,4,5
FL6091-144,277,1.0,3,4,3,3
FL3677-213,262,0.99,4,3,3,5
FL4390-775,233,0.93,3,3,4,3
FL4846-573,247,0.96,3,4,5,3
FL7076-932,266,0.94,4,4,5,3
FL4063-359,206,0.95,4,5,5,4
FL7516-248,160,0.92,3,3,5,4
FL2583-739,272,0.95,4,4,4,3
FL7749-887,257,0.96,3,3,4,3
FL6305-161,257,0.9,5,4,3,4
FL1746-894,200,0.92,3,5,3,4
FL7414-747,245,0.93,5,5,4,3
FL6456-287,224,0.93,5,5,4,5
FL9001-257,184,0.97,5,4,3,4
FL5096-295,186,1.0,4,5,5,3
FL1979-457,278,0.97,4,4,5,3
FL9942-860,171,0.93,5,4,4,5
FL4410-331,294,0.92,5,3,4,5
FL9923-517,296,0.95,4,4,3,3
FL5762-470,229,0.98,4,5,5,3
FL8843-496,236,0.93,3,4,5,4
FL8340-728,234,0.96,4,4,4,3
FL5621-910,204,0.9,4,5,4,3
FL5152-781,260,0.94,3,5,5,3
FL3869-923,264,0.91,3,4,4,5
FL6773-575,285,0.92,5,5,3,5
FL7624-865,248,0.93,4,4,5,5
FL3395-817,233,0.97,4,5,5,4
FL9600-989,226,0.9,3,5,3,3
FL4848-679,247,0.97,4,4,5,4
FL5908-414,293,0.91,3,3,4,4
FL1787-457,238,0.91,4,3,3,5
FL6418-858,183,0.98,5,5,3,4
FL8029-105,262,0.94,5,3,3,5
FL1067-697,210,0.91,5,3,4,5
FL9630-320,270,0.91,5,5,3,5
FL5099-404,249,0.93,5,5,3,4
FL9681-650,268,0.98,3,5,4,4
FL6551-700,246,0.9,5,3,5,4
FL7551-383,220,0.95,5,5,4,5
FL4309-757,279,0.99,5,4,4,5
FL7949-504,199,0.9,3,3,3,4
FL5162-512,163,0.98,3,5,5,4
FL1933-782,212,0.9,5,3,4,4
FL8396-199,280,0.96,3,5,5,3
FL7418-791,255,0.95,3,3,4,4
FL6503-828,218,0.98,5,5,4,5
FL1069-436,244,0.91,4,3,4,3
FL9316-448,283,0.95,3,3,3,3
FL6361-508,295,0.97,5,4,4,5
FL6585-541,290,0.98,5,3,4,4
FL4396-616,220,0.96,3,4,3,3
FL9424-144,241,0.9,5,3,3,5
FL8312-732,185,1.0,5,4,4,4
FL5743-975,248,0.98,4,3,5,4
FL6810-869,235,0.97,5,4,3,4
FL9290-255,242,0.97,4,4,4,3
FL2046-554,162,1.0,3,3,5,3
FL4676-433,262,0.96,3,4,5,3
FL3099-737,288,1.0,4,5,5,4
FL3254-532,170,0.96,4,3,3,5
FL5549-656,151,0.92,4,3,3,3
FL7289-628,268,0.96,4,4,3,3
FL1047-144,206,1.0,3,3,3,5
FL3386-434,203,0.97,4,4,5,3
FL8748-912,198,0.94,4,3,5,3
FL9260-120,170,1.0,4,3,4,5
FL9110-881,179,0.91,3,4,4,5
FL4997-485,264,0.93,3,3,4,3
FL6186-607,298,0.94,4,3,3,4
FL9414-431,279,1.0,5,3,3,3
FL9165-921,197,0.94,3,4,3,5
FL5556-947,154,0.91,3,4,4,5
FL1611-603,284,0.93,3,4,3,3
FL9114-881,154,0.97,3,5,3,3
FL3551-186,180,0.92,3,5,3,4
FL9871-236,264,0.98,4,3,5,5
FL5455-925,296,0.95,3,3,3,4
FL3284-619,178,0.96,3,5,3,4
FL2294-902,243,1.0,4,3,3,3
FL8278-130,150,0.96,3,4,3,4
FL9157-592,274,0.98,4,5,4,3
FL8258-540,228,1.0,4,5,5,4
FL5162-696,267,0.96,3,5,4,5
FL2908-554,289,0.99,5,3,5,5
FL8166-790,207,0.9,3,3,3,5
FL4418-152,244,0.91,3,4,3,4
FL8919-749,262,0.92,5,3,3,4
FL9673-100,184,0.91,4,3,5,3
FL6236-424,248,0.97,5,4,5,3
FL5714-727,254,0.99,3,3,5,5
FL6054-906,207,0.98,4,3,3,5
FL3182-775,298,0.99,4,3,3,3
FL4762-808,246,0.92,3,5,5,4
FL6411-101,241,0.97,3,5,4,4
FL9432-424,267,0.9,5,5,4,5
FL5061-716,260,0.9,4,5,4,4
FL3995-704,235,0.94,5,4,3,3
FL8554-495,230,0.92,4,4,5,3
FL1586-226,247,0.98,3,4,4,4
FL7445-119,168,0.95,4,3,4,5
FL6170-483,266,0.99,3,4,3,4
FL8047-342,158,0.96,3,4,3,3
FL3712-601,222,0.94,4,5,5,5
FL8315-540,213,0.93,5,4,5,5
FL6570-107,183,0.97,3,3,3,4
FL2925-654,205,0.99,5,3,3,5
FL1673-897,270,0.93,5,3,3,3
FL7764-636,251,0.94,4,4,5,5
FL4548-160,273,0.9,3,5,5,3
FL2420-102,190,0.94,5,3,4,4
FL6738-152,234,0.97,4,4,5,5
FL6388-221,191,0.97,3,3,3,4
FL5309-617,179,0.98,5,3,4,3
FL6118-843,262,1.0,4,3,5,5
FL3327-199,274,0.97,5,5,5,5
FL4095-119,287,0.93,4,3,5,5
FL9239-341,248,0.92,3,3,4,4
FL8756-947,241,0.95,5,5,5,5
FL9083-993,281,0.96,4,5,3,4
FL1026-407,263,0.95,3,3,4,3
FL4685-818,176,0.91,3,3,5,3
FL3243-357,236,0.96,4,3,4,5
FL8547-964,200,0.97,3,4,5,3
FL9773-627,262,0.99,4,5,4,4
FL1923-520,272,0.92,4,4,4,3
FL5262-557,288,0.95,4,5,5,3
FL8452-937,248,0.97,3,3,4,5
FL7715-866,157,0.99,4,5,3,3
FL4908-703,233,0.98,3,3,5,4
FL6785-390,212,0.99,5,3,5,5
FL3991-908,246,0.9,3,5,4,4
FL5512-663,286,0.96,5,4,3,4
FL5217-202,190,1.0,3,4,4,4
FL7384-887,227,0.99,4,3,4,3
FL8336-185,166,0.96,4,3,3,3
FL4280-115,228,0.94,4,5,4,4
FL8082-244,270,0.92,5,5,4,5
FL2207-750,259,0.93,5,3,5,4
FL4480-841,212,0.9,3,5,3,5
FL9331-215,178,1.0,3,5,4,5
FL6127-312,225,0.96,3,5,4,5
FL6118-450,200,0.93,5,3,5,5
FL4670-712,291,0.94,4,5,4,5
FL8896-486,285,0.95,3,3,5,3
FL3146-396,284,0.95,5,4,3,4
FL2952-307,153,0.93,4,4,4,3
FL8378-796,197,1.0,3,5,4,4
FL5822-931,292,0.98,3,4,3,5
FL1487-924,180,0.94,5,3,5,4
FL1207-287,275,0.99,3,4,5,4
FL7870-189,176,0.94,5,5,5,4
FL6319-570,212,0.99,5,4,3,5
FL4526-989,151,0.9,4,5,5,3
FL5624-573,154,0.91,3,5,4,4
FL4513-650,264,0.95,4,4,3,3
FL1453-911,295,0.96,5,4,5,3
FL9907-993,152,0.91,3,4,3,3
FL6302-127,214,0.97,5,3,3,5
FL5572-126,268,0.98,3,4,5,4
FL3263-975,255,0.95,4,3,4,4
FL6023-174,199,0.96,3,3,4,5
FL7036-395,258,0.91,5,3,4,5
FL9991-404,274,0.94,4,4,4,3
FL4246-395,157,0.97,5,5,3,4
FL8492-992,280,1.0,4,4,4,4
FL4198-820,167,0.93,5,3,4,5
FL4587-827,189,0.94,3,3,3,4
FL8441-907,257,0.98,4,4,3,4
FL9474-567,184,0.92,3,5,3,3
FL6137-837,173,1.0,4,3,5,3
FL8662-481,273,0.95,4,5,4,5
FL7803-600,289,0.95,3,4,3,3
FL7322-664,231,0.94,4,3,5,4
FL1193-882,221,0.96,5,3,3,5
FL7440-214,181,0.95,4,4,4,3
FL1656-430,289,0.92,4,4,3,3
FL7263-390,253,0.91,3,5,5,5
FL2283-137,232,0.95,4,4,5,5
FL7101-117,235,0.96,3,3,4,3
FL7288-459,188,0.98,4,4,4,3
FL9690-169,199,0.98,4,5,5,5
FL8538-914,209,0.9,4,5,4,5
FL6309-259,295,1.0,5,3,5,3
FL5258-763,253,0.99,3,5,3,5
FL3384-413,263,0.92,3,3,5,4
FL8617-352,190,0.97,4,5,3,3
FL8506-682,261,1.0,5,5,4,3
FL6022-625,150,0.98,5,5,4,5
FL3074-823,160,0.96,4,5,5,3
FL6428-442,173,0.99,5,4,4,5
FL7794-732,200,0.95,4,3,5,5
FL6489-255,163,0.95,4,3,4,3
FL8311-643,277,0.95,3,3,5,5
FL7504-108,259,0.91,5,4,4,3
FL7518-268,215,0.91,5,5,3,5
FL9265-489,299,0.95,4,3,3,4
FL5821-101,233,1.0,4,5,3,4
FL7623-571,251,0.9,3,4,4,5
FL6804-565,299,0.97,3,3,5,5
FL8293-671,241,0.92,5,4,3,4
FL7146-938,163,0.94,5,3,5,5
FL9980-481,266,0.93,4,5,4,4
FL8204-533,251,0.91,4,4,4,3
FL8106-115,201,0.97,4,5,5,3
FL3763-899,249,0.95,3,5,5,4
FL8007-854,261,0.93,4,3,4,4
FL1114-429,203,0.91,5,4,5,5
FL1422-781,212,0.96,3,5,3,4
FL5005-220,198,0.91,4,5,3,3
FL1505-540,237,0.96,4,3,3,4
FL4483-986,186,0.98,4,3,4,5
FL6445-838,257,0.94,3,4,3,4
FL9838-522,214,1.0,4,5,5,4
FL7287-250,215,0.94,5,5,4,5
FL7351-893,280,0.94,3,5,5,3
FL3084-413,247,0.93,4,3,4,4
FL6076-264,227,0.99,4,3,5,3
FL8869-656,283,0.92,5,4,5,3
FL4088-326,236,0.92,3,3,4,4
FL4856-793,271,0.97,5,3,4,5
FL1701-244,294,0.91,4,5,5,4
FL4185-319,211,0.95,4,3,3,3
FL6427-165,226,0.97,5,5,4,4
FL5968-137,259,1.0,4,5,3,4
FL1907-697,163,0.9,4,5,5,3
FL7650-596,162,0.97,5,3,5,3
FL9726-907,198,0.95,4,3,5,5
FL4197-448,269,0.94,5,4,3,3
FL1949-216,266,0.97,5,4,4,4
FL3883-283,183,0.9,5,3,3,3
FL3792-349,270,1.0,3,4,3,5
FL4157-143,195,0.96,3,5,5,5
FL5524-718,276,0.91,4,3,3,5
FL2053-216,274,0.9,4,5,3,4
FL4523-685,204,0.99,4,3,5,3
FL1891-432,228,0.93,5,3,5,3
FL1823-464,224,1.0,3,3,3,4
FL7262-515,169,0.96,4,5,4,3
FL4740-440,202,0.93,5,3,4,3
FL8054-531,162,0.95,5,3,4,5
FL8332-713,257,0.99,4,3,5,5
FL3510-225,268,0.94,3,4,3,3
FL6091-221,184,0.9,5,5,4,5
FL2863-755,190,0.97,5,4,5,5
FL5097-783,168,0.94,3,5,5,3
FL1495-642,297,0.99,5,3,5,5
FL8207-315,176,1.0,5,5,5,5
FL1044-962,272,0.94,4,4,4,4
FL8718-472,254,0.99,4,3,5,4
FL2344-671,285,0.94,3,5,5,5
FL1937-356,278,0.95,4,5,4,4
FL7976-782,226,0.94,3,5,4,5
FL8305-471,242,0.94,5,5,5,3
FL1375-642,170,0.96,4,5,3,3
FL4422-829,150,0.95,5,5,5,4
FL1883-349,283,0.97,3,4,5,5
FL8388-111,275,0.93,4,5,5,3
FL8844-649,223,0.98,5,5,4,5
FL3333-225,168,0.95,3,4,4,3
FL5551-322,166,0.93,5,4,5,5
FL8694-842,200,0.92,4,5,5,4
FL2070-570,165,0.99,4,3,5,4
FL6275-931,175,0.9,5,3,4,5
FL2215-191,205,0.98,4,4,5,4
FL9203-737,285,0.94,5,5,5,4
FL5402-766,276,0.9,5,3,4,3
FL8790-353,164,0.99,3,3,5,4
FL8837-446,264,0.92,5,4,4,3
FL8968-223,269,0.98,5,5,3,4
FL8336-771,175,0.99,5,5,5,4
FL4658-683,228,0.94,4,3,5,3
FL5850-610,279,0.98,4,5,3,4
FL2066-702,236,0.91,5,3,5,3
FL1997-792,265,0.92,5,3,3,3
FL8884-597,275,0.93,5,4,4,3
FL3435-407,204,0.98,4,3,5,3
FL5258-840,204,0.99,5,5,5,3
FL3769-840,161,0.97,4,4,5,4
FL1650-157,295,0.98,5,4,5,4
FL8568-978,154,1.0,3,3,3,4
FL2602-586,220,0.96,3,3,5,5
FL3029-796,178,0.91,4,4,3,3
FL2688-870,210,0.99,5,5,5,4
FL3939-989,297,0.9,3,3,3,3
FL7541-303,243,0.91,5,4,4,5
FL6802-468,263,0.96,5,3,5,4
FL6220-673,152,0.9,3,5,5,3
FL4662-953,182,0.96,3,4,4,5
FL6316-907,206,0.92,4,5,5,5
FL6962-146,158,0.95,4,3,5,4
FL6386-785,162,0.96,4,4,3,3
FL6850-850,226,0.98,5,5,4,5
FL1918-404,168,0.9,3,5,3,3
FL9687-726,160,0.96,5,3,3,4
FL7949-672,299,0.94,5,3,3,5
FL7899-497,228,0.95,4,4,4,3
FL4259-162,242,0.92,4,3,4,4
FL5657-329,224,0.93,4,4,5,3
FL1260-376,206,0.99,4,3,3,5
FL7449-529,198,0.96,5,5,5,4
FL3344-172,217,0.99,5,3,3,3
FL6274-380,284,0.94,3,3,5,4
FL8087-427,259,1.0,4,3,5,3
FL4728-666,218,0.95,4,5,5,5
FL8062-658,199,0.93,3,5,4,5
FL7541-876,206,0.93,5,3,3,3
FL1635-733,285,0.98,5,5,3,3
FL9315-511,298,0.95,5,3,5,4
FL6443-219,162,0.96,3,5,5,4
FL4494-385,263,0.94,4,4,4,3
FL2264-145,232,0.98,3,3,4,5
FL6185-391,203,0.99,3,3,5,4
FL4453-786,278,0.97,5,5,4,4
FL4182-472,165,0.95,4,3,5,4
FL8132-448,204,0.95,5,3,5,3
FL2242-864,240,0.98,4,5,4,3
FL3892-910,188,0.9,3,4,5,4
FL7405-903,186,0.95,3,3,3,4
FL5228-398,246,0.92,5,5,4,4
FL5340-985,199,0.95,4,5,4,4
FL4790-817,209,0.98,4,3,5,3
FL6836-394,278,0.97,5,4,5,4
FL1433-669,220,0.97,5,3,5,3
FL6603-976,173,0.97,4,3,5,4
FL7100-249,254,0.91,4,5,3,4
FL8767-759,172,0.96,4,4,4,3
